Algorithm,Date 1,Date 2,Date 3,Error,K,MAE,Mask,Pairs,Predicted Date,RMSE,R^2,Region,Type,W,correlation,method,signal
STARFM,20170701,20170717,,0.009545107,4,0.039266051,Building,,20170802,0.052233649,0.89341057,SCTSCL,Masked,5,0.947982505,,NDVI
STARFM,20170701,20170717,,0.005991576,4,0.039280468,Building,,20170802,0.052892099,0.890706326,SCTSCL,Masked,5,0.945140082,,Reflectance
STARFM,20170701,20170717,,0.009742431,6,0.034948467,Building,,20170802,0.047624063,0.911393351,SCTSCL,Masked,5,0.957669166,,NDVI
STARFM,20170701,20170717,,0.006944068,6,0.035542367,Building,,20170802,0.048664382,0.907479953,SCTSCL,Masked,5,0.954397889,,Reflectance
STARFM,20170701,20170717,,0.009924941,8,0.033439923,Building,,20170802,0.046164801,0.916740202,SCTSCL,Masked,5,0.96064136,,NDVI
STARFM,20170701,20170717,,0.006880711,8,0.033589138,Building,,20170802,0.046681442,0.914866216,SCTSCL,Masked,5,0.958247729,,Reflectance
STARFM,20170701,20170717,,0.009302903,4,0.040286018,Building,,20170802,0.053137571,0.88968951,SCTSCL,Masked,7,0.945766859,,NDVI
STARFM,20170701,20170717,,0.005581897,4,0.040612335,Building,,20170802,0.054222476,0.88513913,SCTSCL,Masked,7,0.941986588,,Reflectance
STARFM,20170701,20170717,,0.009559076,6,0.035173591,Building,,20170802,0.047745931,0.91093929,SCTSCL,Masked,7,0.957195217,,NDVI
STARFM,20170701,20170717,,0.006690618,6,0.035990709,Building,,20170802,0.049028196,0.906091428,SCTSCL,Masked,7,0.953471376,,Reflectance
STARFM,20170701,20170717,,0.009691127,8,0.033367911,Building,,20170802,0.046067142,0.917092093,SCTSCL,Masked,7,0.960559819,,NDVI
STARFM,20170701,20170717,,0.006588083,8,0.033673006,Building,,20170802,0.046653792,0.914967038,SCTSCL,Masked,7,0.95808486,,Reflectance
STARFM,20170701,20170717,,0.009195754,4,0.040695429,Building,,20170802,0.053470412,0.888303264,SCTSCL,Masked,9,0.944864363,,NDVI
STARFM,20170701,20170717,,0.005386478,4,0.04129116,Building,,20170802,0.054971846,0.881942372,SCTSCL,Masked,9,0.940171528,,Reflectance
STARFM,20170701,20170717,,0.009414319,6,0.03504539,Building,,20170802,0.047490473,0.911889756,SCTSCL,Masked,9,0.957488725,,NDVI
STARFM,20170701,20170717,,0.006485162,6,0.036087313,Building,,20170802,0.049098813,0.905820711,SCTSCL,Masked,9,0.953163545,,Reflectance
STARFM,20170701,20170717,,0.009542396,8,0.033068786,Building,,20170802,0.04562658,0.918670286,SCTSCL,Masked,9,0.961162928,,NDVI
STARFM,20170701,20170717,,0.006409729,8,0.033514104,Building,,20170802,0.046384906,0.915944377,SCTSCL,Masked,9,0.958429488,,Reflectance
ESTARFM,20170717,20170818,,0.004941595,4,0.060902361,Road,,20170802,0.100607015,0.838690879,BenRib,Masked,3,0.939673603,,NDVI
ESTARFM,20170717,20170818,,0.004203514,4,0.05995979,Road,,20170802,0.103895337,0.827973834,BenRib,Masked,3,0.931537031,,Reflectance
ESTARFM,20170717,20170818,,0.00489882,6,0.061430905,Road,,20170802,0.10250527,0.832546286,BenRib,Masked,3,0.935879248,,NDVI
ESTARFM,20170717,20170818,,0.004627435,6,0.059952623,Road,,20170802,0.103420276,0.829543416,BenRib,Masked,3,0.933033581,,Reflectance
ESTARFM,20170717,20170818,,0.005719308,8,0.062203133,Road,,20170802,0.10441355,0.82625348,BenRib,Masked,3,0.932219738,,NDVI
ESTARFM,20170717,20170818,,0.005426489,8,0.060312984,Road,,20170802,0.104029776,0.82752835,BenRib,Masked,3,0.9309078,,Reflectance
ESTARFM,20170717,20170818,,0.00423013,4,0.061613018,Road,,20170802,0.101456044,0.835956796,BenRib,Masked,5,0.937012095,,NDVI
ESTARFM,20170717,20170818,,0.004331751,4,0.060327352,Road,,20170802,0.103747286,0.828463762,BenRib,Masked,5,0.931376264,,Reflectance
ESTARFM,20170717,20170818,,0.004265502,6,0.062515826,Road,,20170802,0.10444295,0.826155619,BenRib,Masked,5,0.9315418,,NDVI
ESTARFM,20170717,20170818,,0.00493462,6,0.060327278,Road,,20170802,0.103899805,0.827959038,BenRib,Masked,5,0.931487583,,Reflectance
ESTARFM,20170717,20170818,,0.005494642,8,0.063235877,Road,,20170802,0.106201303,0.820252819,BenRib,Masked,5,0.927961228,,NDVI
ESTARFM,20170717,20170818,,0.005790411,8,0.06077897,Road,,20170802,0.104368798,0.826402382,BenRib,Masked,5,0.930175022,,Reflectance
ESTARFM,20170717,20170818,,0.003438362,4,0.062031404,Road,,20170802,0.101980245,0.834257267,BenRib,Masked,7,0.935270121,,NDVI
ESTARFM,20170717,20170818,,0.004486432,4,0.06050487,Road,,20170802,0.103924089,0.827878609,BenRib,Masked,7,0.930398977,,Reflectance
ESTARFM,20170717,20170818,,0.003814901,6,0.063106522,Road,,20170802,0.105183093,0.823682965,BenRib,Masked,7,0.929732752,,NDVI
ESTARFM,20170717,20170818,,0.004949433,6,0.060644183,Road,,20170802,0.104514462,0.825917475,BenRib,Masked,7,0.929801463,,Reflectance
ESTARFM,20170717,20170818,,0.005031282,8,0.063954372,Road,,20170802,0.107554073,0.815644491,BenRib,Masked,7,0.924944346,,NDVI
ESTARFM,20170717,20170818,,0.005827759,8,0.061113641,Road,,20170802,0.105097137,0.823971021,BenRib,Masked,7,0.928245679,,Reflectance
ESTARFM,20170717,20170818,,0.002699204,4,0.062132933,Road,,20170802,0.102089699,0.833901298,BenRib,Masked,9,0.933998259,,NDVI
ESTARFM,20170717,20170818,,0.004475089,4,0.0606139,Road,,20170802,0.104167943,0.827069909,BenRib,Masked,9,0.929249414,,Reflectance
ESTARFM,20170717,20170818,,0.00329532,6,0.063167644,Road,,20170802,0.105232485,0.823517338,BenRib,Masked,9,0.929106274,,NDVI
ESTARFM,20170717,20170818,,0.004699711,6,0.060821185,Road,,20170802,0.105188958,0.823663305,BenRib,Masked,9,0.928084103,,Reflectance
ESTARFM,20170717,20170818,,0.004507893,8,0.064368888,Road,,20170802,0.10830234,0.8130704,BenRib,Masked,9,0.922878416,,NDVI
ESTARFM,20170717,20170818,,0.005615888,8,0.061285051,Road,,20170802,0.10578021,0.821675404,BenRib,Masked,9,0.926459829,,Reflectance
ESTARFM,20170710,20170912,,-0.012712708,4,0.02622834,Road,,20170811,0.049221346,0.9323034,BGL,Masked,3,0.97083576,,NDVI
ESTARFM,20170710,20170912,,-0.015826474,4,0.028910538,Road,,20170811,0.056680447,0.910230995,BGL,Masked,3,0.961393278,,Reflectance
ESTARFM,20170710,20170912,,-0.013486752,6,0.026363401,Road,,20170811,0.049137731,0.932533206,BGL,Masked,3,0.971072065,,NDVI
ESTARFM,20170710,20170912,,-0.015497096,6,0.028868411,Road,,20170811,0.05400463,0.918506704,BGL,Masked,3,0.964649333,,Reflectance
ESTARFM,20170710,20170912,,-0.013200849,8,0.026030792,Road,,20170811,0.048151018,0.935215541,BGL,Masked,3,0.972026282,,NDVI
ESTARFM,20170710,20170912,,-0.014885614,8,0.028934953,Road,,20170811,0.054991687,0.915500534,BGL,Masked,3,0.962921425,,Reflectance
ESTARFM,20170710,20170912,,-0.012872604,4,0.026180116,Road,,20170811,0.049468264,0.931622499,BGL,Masked,5,0.970586176,,NDVI
ESTARFM,20170710,20170912,,-0.015870043,4,0.029144813,Road,,20170811,0.052868433,0.92189969,BGL,Masked,5,0.966727391,,Reflectance
ESTARFM,20170710,20170912,,-0.013589996,6,0.026482871,Road,,20170811,0.049869141,0.930509785,BGL,Masked,5,0.970055783,,NDVI
ESTARFM,20170710,20170912,,-0.015412432,6,0.029090122,Road,,20170811,0.051627968,0.925521665,BGL,Masked,5,0.967863708,,Reflectance
ESTARFM,20170710,20170912,,-0.013239305,8,0.02618108,Road,,20170811,0.048794738,0.933471786,BGL,Masked,5,0.971009227,,NDVI
ESTARFM,20170710,20170912,,-0.014796895,8,0.029041051,Road,,20170811,0.051316112,0.926418714,BGL,Masked,5,0.967911035,,Reflectance
ESTARFM,20170710,20170912,,-0.012848724,4,0.026337157,Road,,20170811,0.050187291,0.929620303,BGL,Masked,7,0.969708064,,NDVI
ESTARFM,20170710,20170912,,-0.015860019,4,0.02934925,Road,,20170811,0.053321086,0.920556595,BGL,Masked,7,0.966163354,,Reflectance
ESTARFM,20170710,20170912,,-0.013602349,6,0.026568795,Road,,20170811,0.050326615,0.929229002,BGL,Masked,7,0.969461819,,NDVI
ESTARFM,20170710,20170912,,-0.015422705,6,0.0292997,Road,,20170811,0.051943814,0.924607602,BGL,Masked,7,0.967528593,,Reflectance
ESTARFM,20170710,20170912,,-0.013298925,8,0.026329572,Road,,20170811,0.049422318,0.931749458,BGL,Masked,7,0.97022076,,NDVI
ESTARFM,20170710,20170912,,-0.014557625,8,0.029178081,Road,,20170811,0.051494132,0.925907308,BGL,Masked,7,0.96763498,,Reflectance
ESTARFM,20170710,20170912,,-0.012833124,4,0.026557783,Road,,20170811,0.051428328,0.926096554,BGL,Masked,9,0.968143779,,NDVI
ESTARFM,20170710,20170912,,-0.015502201,4,0.029159317,Road,,20170811,0.053118622,0.921158752,BGL,Masked,9,0.966416551,,Reflectance
ESTARFM,20170710,20170912,,-0.013627886,6,0.026715154,Road,,20170811,0.051102486,0.927030069,BGL,Masked,9,0.968515126,,NDVI
ESTARFM,20170710,20170912,,-0.015124767,6,0.029386686,Road,,20170811,0.052507954,0.922961101,BGL,Masked,9,0.966768932,,Reflectance
ESTARFM,20170710,20170912,,-0.01343873,8,0.026467689,Road,,20170811,0.049925896,0.930351524,BGL,Masked,9,0.969667501,,NDVI
ESTARFM,20170710,20170912,,-0.01420517,8,0.029296189,Road,,20170811,0.052306206,0.923551967,BGL,Masked,9,0.966434747,,Reflectance
ESTARFM,20170726,20170827,,-0.013646434,4,0.020257559,Road,,20170811,0.026622214,0.961812202,Santar,Masked,3,0.985769602,,NDVI
ESTARFM,20170726,20170827,,-0.013202666,4,0.020567279,Road,,20170811,0.035860545,0.930710082,Santar,Masked,3,0.970267487,,Reflectance
ESTARFM,20170726,20170827,,-0.013573245,6,0.020203449,Road,,20170811,0.026590667,0.961902651,Santar,Masked,3,0.985765202,,NDVI
ESTARFM,20170726,20170827,,-0.012801072,6,0.021001309,Road,,20170811,0.041605284,0.906731874,Santar,Masked,3,0.961528647,,Reflectance
ESTARFM,20170726,20170827,,-0.013563467,8,0.020352299,Road,,20170811,0.026854534,0.961142797,Santar,Masked,3,0.985362816,,NDVI
ESTARFM,20170726,20170827,,-0.013140441,8,0.021101234,Road,,20170811,0.0406611,0.910917064,Santar,Masked,3,0.961540413,,Reflectance
ESTARFM,20170726,20170827,,-0.013678688,4,0.020254096,Road,,20170811,0.02674583,0.96145674,Santar,Masked,5,0.985621206,,NDVI
ESTARFM,20170726,20170827,,-0.013319978,4,0.020150851,Road,,20170811,0.026551379,0.962015148,Santar,Masked,5,0.98568022,,Reflectance
ESTARFM,20170726,20170827,,-0.013468966,6,0.020304509,Road,,20170811,0.026789162,0.961331747,Santar,Masked,5,0.985390239,,NDVI
ESTARFM,20170726,20170827,,-0.01297699,6,0.020546096,Road,,20170811,0.032941363,0.941531845,Santar,Masked,5,0.975296974,,Reflectance
ESTARFM,20170726,20170827,,-0.013574444,8,0.02032826,Road,,20170811,0.026887258,0.961048041,Santar,Masked,5,0.985331419,,NDVI
ESTARFM,20170726,20170827,,-0.013243987,8,0.020683791,Road,,20170811,0.032984228,0.941379581,Santar,Masked,5,0.975462957,,Reflectance
ESTARFM,20170726,20170827,,-0.013687219,4,0.020190097,Road,,20170811,0.026677118,0.961654527,Santar,Masked,7,0.985724067,,NDVI
ESTARFM,20170726,20170827,,-0.013067307,4,0.020237897,Road,,20170811,0.029962242,0.951629019,Santar,Masked,7,0.98034579,,Reflectance
ESTARFM,20170726,20170827,,-0.013480714,6,0.020308584,Road,,20170811,0.026838341,0.961189644,Santar,Masked,7,0.985318759,,NDVI
ESTARFM,20170726,20170827,,-0.013235778,6,0.020290749,Road,,20170811,0.026580576,0.961931562,Santar,Masked,7,0.985556856,,Reflectance
ESTARFM,20170726,20170827,,-0.013529224,8,0.020310414,Road,,20170811,0.026812439,0.961264522,Santar,Masked,7,0.985402763,,NDVI
ESTARFM,20170726,20170827,,-0.013400963,8,0.020419262,Road,,20170811,0.027274506,0.959917938,Santar,Masked,7,0.984664867,,Reflectance
ESTARFM,20170726,20170827,,-0.013642896,4,0.020174064,Road,,20170811,0.026689563,0.961618741,Santar,Masked,9,0.985637366,,NDVI
ESTARFM,20170726,20170827,,-0.013199413,4,0.02003743,Road,,20170811,0.026170441,0.963097281,Santar,Masked,9,0.986126752,,Reflectance
ESTARFM,20170726,20170827,,-0.013403972,6,0.020246329,Road,,20170811,0.026741243,0.961469959,Santar,Masked,9,0.985378983,,NDVI
ESTARFM,20170726,20170827,,-0.01315508,6,0.020266245,Road,,20170811,0.026699987,0.961588755,Santar,Masked,9,0.98532407,,Reflectance
ESTARFM,20170726,20170827,,-0.013549724,8,0.020317415,Road,,20170811,0.026966651,0.960817667,Santar,Masked,9,0.98517523,,NDVI
ESTARFM,20170726,20170827,,-0.013302941,8,0.020371968,Road,,20170811,0.027279043,0.959904601,Santar,Masked,9,0.984572082,,Reflectance
ESTARFM,20170717,20170919,,0.020619641,4,0.027160945,Road,,20170802,0.036246921,0.948868179,SCTSCL,Masked,3,0.983423474,,NDVI
ESTARFM,20170717,20170919,,0.019791554,4,0.026617716,Road,,20170802,0.037676102,0.944756531,SCTSCL,Masked,3,0.980197003,,Reflectance
ESTARFM,20170717,20170919,,0.02025428,6,0.026909025,Road,,20170802,0.03584058,0.950008166,SCTSCL,Masked,3,0.983720483,,NDVI
ESTARFM,20170717,20170919,,0.020735867,6,0.02739067,Road,,20170802,0.045781551,0.918430081,SCTSCL,Masked,3,0.96703306,,Reflectance
ESTARFM,20170717,20170919,,0.019891168,8,0.026830651,Road,,20170802,0.035884951,0.949884306,SCTSCL,Masked,3,0.983432494,,NDVI
ESTARFM,20170717,20170919,,0.020467117,8,0.027288139,Road,,20170802,0.04710541,0.913644383,SCTSCL,Masked,3,0.964365127,,Reflectance
ESTARFM,20170717,20170919,,0.020721184,4,0.027345626,Road,,20170802,0.036848458,0.947156977,SCTSCL,Masked,5,0.982614879,,NDVI
ESTARFM,20170717,20170919,,0.020114947,4,0.026667872,Road,,20170802,0.03654929,0.948011546,SCTSCL,Masked,5,0.982269407,,Reflectance
ESTARFM,20170717,20170919,,0.020334478,6,0.027091247,Road,,20170802,0.036360005,0.948548635,SCTSCL,Masked,5,0.983037109,,NDVI
ESTARFM,20170717,20170919,,0.020867981,6,0.027364243,Road,,20170802,0.039488204,0.939314662,SCTSCL,Masked,5,0.978186274,,Reflectance
ESTARFM,20170717,20170919,,0.01997716,8,0.026961811,Road,,20170802,0.036228626,0.948919782,SCTSCL,Masked,5,0.983015963,,NDVI
ESTARFM,20170717,20170919,,0.020309532,8,0.026938539,Road,,20170802,0.038943015,0.940978783,SCTSCL,Masked,5,0.978610976,,Reflectance
ESTARFM,20170717,20170919,,0.020896595,4,0.027528231,Road,,20170802,0.037278045,0.945917684,SCTSCL,Masked,7,0.982111257,,NDVI
ESTARFM,20170717,20170919,,0.020287817,4,0.026754717,Road,,20170802,0.035333975,0.951411441,SCTSCL,Masked,7,0.984266435,,Reflectance
ESTARFM,20170717,20170919,,0.020419666,6,0.027177454,Road,,20170802,0.036547683,0.948016117,SCTSCL,Masked,7,0.982835574,,NDVI
ESTARFM,20170717,20170919,,0.020924787,6,0.027379088,Road,,20170802,0.03607512,0.949351733,SCTSCL,Masked,7,0.98363991,,Reflectance
ESTARFM,20170717,20170919,,0.020047788,8,0.027087946,Road,,20170802,0.03645403,0.948282192,SCTSCL,Masked,7,0.98274207,,NDVI
ESTARFM,20170717,20170919,,0.020294441,8,0.026850845,Road,,20170802,0.035173534,0.951851692,SCTSCL,Masked,7,0.984453548,,Reflectance
ESTARFM,20170717,20170919,,0.02094852,4,0.02754694,Road,,20170802,0.037408495,0.945538514,SCTSCL,Masked,9,0.981934029,,NDVI
ESTARFM,20170717,20170919,,0.020459148,4,0.026875362,Road,,20170802,0.035629295,0.950595846,SCTSCL,Masked,9,0.983997545,,Reflectance
ESTARFM,20170717,20170919,,0.020441814,6,0.027181763,Road,,20170802,0.036725847,0.947508056,SCTSCL,Masked,9,0.982563492,,NDVI
ESTARFM,20170717,20170919,,0.02103379,6,0.027395193,Road,,20170802,0.036013934,0.949523394,SCTSCL,Masked,9,0.983811357,,Reflectance
ESTARFM,20170717,20170919,,0.020217589,8,0.027175442,Road,,20170802,0.036682208,0.947632727,SCTSCL,Masked,9,0.982526234,,NDVI
ESTARFM,20170717,20170919,,0.020430988,8,0.026935505,Road,,20170802,0.035329681,0.95142325,SCTSCL,Masked,9,0.984321967,,Reflectance
ESTARFM,20170717,20170818,20170919,-0.003426319,4,0.067399808,Road,,20170802,0.118186545,0.77739318,BenRib,Masked,3,0.900561698,,NDVI
ESTARFM,20170717,20170818,20170919,0.021781378,4,0.073425695,Road,,20170802,0.114246473,0.791988187,BenRib,Masked,3,0.913228985,,Reflectance
ESTARFM,20170717,20170818,20170919,-0.002517479,6,0.068265514,Road,,20170802,0.119940771,0.770735894,BenRib,Masked,3,0.89692316,,NDVI
ESTARFM,20170717,20170818,20170919,0.022787752,6,0.073340255,Road,,20170802,0.113452565,0.794869123,BenRib,Masked,3,0.916032386,,Reflectance
ESTARFM,20170717,20170818,20170919,-0.001152315,8,0.068749418,Road,,20170802,0.120993345,0.766694292,BenRib,Masked,3,0.894755949,,NDVI
ESTARFM,20170717,20170818,20170919,0.024113621,8,0.073974123,Road,,20170802,0.114391636,0.791459245,BenRib,Masked,3,0.915040248,,Reflectance
ESTARFM,20170717,20170818,20170919,-0.004672564,4,0.067491051,Road,,20170802,0.117939309,0.778323551,BenRib,Masked,5,0.901312595,,NDVI
ESTARFM,20170717,20170818,20170919,0.021938361,4,0.07383358,Road,,20170802,0.114564611,0.790828088,BenRib,Masked,5,0.91210853,,Reflectance
ESTARFM,20170717,20170818,20170919,-0.0033437,6,0.068791477,Road,,20170802,0.120778281,0.76752295,BenRib,Masked,5,0.895316746,,NDVI
ESTARFM,20170717,20170818,20170919,0.023358571,6,0.073821697,Road,,20170802,0.113933185,0.793127449,BenRib,Masked,5,0.915284877,,Reflectance
ESTARFM,20170717,20170818,20170919,-0.001583626,8,0.069319623,Road,,20170802,0.12197617,0.762888629,BenRib,Masked,5,0.892737819,,NDVI
ESTARFM,20170717,20170818,20170919,0.024969605,8,0.07469315,Road,,20170802,0.115289414,0.788173026,BenRib,Masked,5,0.913306091,,Reflectance
ESTARFM,20170717,20170818,20170919,-0.006146815,4,0.067203793,Road,,20170802,0.117470684,0.780081689,BenRib,Masked,7,0.90232376,,NDVI
ESTARFM,20170717,20170818,20170919,0.021840858,4,0.073897222,Road,,20170802,0.114415714,0.791371448,BenRib,Masked,7,0.911998252,,Reflectance
ESTARFM,20170717,20170818,20170919,-0.004582456,6,0.068855789,Road,,20170802,0.120797314,0.767449675,BenRib,Masked,7,0.895531961,,NDVI
ESTARFM,20170717,20170818,20170919,0.023354513,6,0.074065238,Road,,20170802,0.114189847,0.792194337,BenRib,Masked,7,0.914771425,,Reflectance
ESTARFM,20170717,20170818,20170919,-0.00250086,8,0.069430766,Road,,20170802,0.122344918,0.761452832,BenRib,Masked,7,0.892065225,,NDVI
ESTARFM,20170717,20170818,20170919,0.02495821,8,0.074993201,Road,,20170802,0.115622787,0.786946211,BenRib,Masked,7,0.912555591,,Reflectance
ESTARFM,20170717,20170818,20170919,-0.007778977,4,0.066751693,Road,,20170802,0.116979081,0.781918511,BenRib,Masked,9,0.903274375,,NDVI
ESTARFM,20170717,20170818,20170919,0.021579657,4,0.074014534,Road,,20170802,0.114311966,0.791749628,BenRib,Masked,9,0.911781179,,Reflectance
ESTARFM,20170717,20170818,20170919,-0.005999412,6,0.068599724,Road,,20170802,0.120433958,0.768846586,BenRib,Masked,9,0.896482093,,NDVI
ESTARFM,20170717,20170818,20170919,0.023052593,6,0.074249778,Road,,20170802,0.114472687,0.791163624,BenRib,Masked,9,0.913907693,,Reflectance
ESTARFM,20170717,20170818,20170919,-0.003709745,8,0.069265137,Road,,20170802,0.122255044,0.761803174,BenRib,Masked,9,0.892308271,,NDVI
ESTARFM,20170717,20170818,20170919,0.024637019,8,0.07501514,Road,,20170802,0.115684964,0.786717006,BenRib,Masked,9,0.912128579,,Reflectance
ESTARFM,20170710,20170912,20170928,-0.009939806,4,0.025579175,Road,,20170811,0.054003861,0.918509026,BGL,Masked,3,0.960181409,,NDVI
ESTARFM,20170710,20170912,20170928,-0.019830702,4,0.039723885,Road,,20170811,0.066732146,0.875568577,BGL,Masked,3,0.94135621,,Reflectance
ESTARFM,20170710,20170912,20170928,-0.010250715,6,0.025703164,Road,,20170811,0.054023049,0.918451107,BGL,Masked,3,0.960297419,,NDVI
ESTARFM,20170710,20170912,20170928,-0.018921565,6,0.03966918,Road,,20170811,0.066690879,0.875722428,BGL,Masked,3,0.94100299,,Reflectance
ESTARFM,20170710,20170912,20170928,-0.009984553,8,0.025798197,Road,,20170811,0.054168687,0.918010828,BGL,Masked,3,0.960049754,,NDVI
ESTARFM,20170710,20170912,20170928,-0.018449154,8,0.039345696,Road,,20170811,0.066146924,0.877741465,BGL,Masked,3,0.941823096,,Reflectance
ESTARFM,20170710,20170912,20170928,-0.009882582,4,0.02535624,Road,,20170811,0.05351429,0.919979839,BGL,Masked,5,0.960998396,,NDVI
ESTARFM,20170710,20170912,20170928,-0.020052874,4,0.039821666,Road,,20170811,0.066491464,0.876464529,BGL,Masked,5,0.941961062,,Reflectance
ESTARFM,20170710,20170912,20170928,-0.010294123,6,0.025506885,Road,,20170811,0.053630976,0.919630495,BGL,Masked,5,0.961025937,,NDVI
ESTARFM,20170710,20170912,20170928,-0.019132057,6,0.039812348,Road,,20170811,0.066653201,0.875862811,BGL,Masked,5,0.941207838,,Reflectance
ESTARFM,20170710,20170912,20170928,-0.009832546,8,0.025729856,Road,,20170811,0.053976654,0.918591117,BGL,Masked,5,0.960441531,,NDVI
ESTARFM,20170710,20170912,20170928,-0.018315891,8,0.039411038,Road,,20170811,0.066028528,0.878178731,BGL,Masked,5,0.942019833,,Reflectance
ESTARFM,20170710,20170912,20170928,-0.009784086,4,0.025097284,Road,,20170811,0.053078164,0.921278808,BGL,Masked,7,0.961602893,,NDVI
ESTARFM,20170710,20170912,20170928,-0.020056513,4,0.039629006,Road,,20170811,0.065811347,0.878978804,BGL,Masked,7,0.943358907,,Reflectance
ESTARFM,20170710,20170912,20170928,-0.01023628,6,0.025138205,Road,,20170811,0.052857046,0.921933328,BGL,Masked,7,0.962230578,,NDVI
ESTARFM,20170710,20170912,20170928,-0.019139516,6,0.039597112,Road,,20170811,0.065969813,0.878395291,BGL,Masked,7,0.942686783,,Reflectance
ESTARFM,20170710,20170912,20170928,-0.009642344,8,0.02540565,Road,,20170811,0.053514882,0.919978069,BGL,Masked,7,0.961157787,,NDVI
ESTARFM,20170710,20170912,20170928,-0.018303381,8,0.039129935,Road,,20170811,0.065413928,0.880436027,BGL,Masked,7,0.943451911,,Reflectance
ESTARFM,20170710,20170912,20170928,-0.009678019,4,0.024850319,Road,,20170811,0.052975511,0.921583006,BGL,Masked,9,0.961684645,,NDVI
ESTARFM,20170710,20170912,20170928,-0.020106268,4,0.039432576,Road,,20170811,0.065522003,0.88004062,BGL,Masked,9,0.944058045,,Reflectance
ESTARFM,20170710,20170912,20170928,-0.010144586,6,0.024878997,Road,,20170811,0.052698457,0.922401081,BGL,Masked,9,0.96240819,,NDVI
ESTARFM,20170710,20170912,20170928,-0.019193453,6,0.039481357,Road,,20170811,0.066352309,0.876981064,BGL,Masked,9,0.942090473,,Reflectance
ESTARFM,20170710,20170912,20170928,-0.009502973,8,0.025134073,Road,,20170811,0.053354488,0.920457031,BGL,Masked,9,0.961345743,,NDVI
ESTARFM,20170710,20170912,20170928,-0.01814974,8,0.038997741,Road,,20170811,0.065692752,0.879414581,BGL,Masked,9,0.942879582,,Reflectance
ESTARFM,20170726,20170827,20170912,-0.010253113,4,0.022641583,Road,,20170811,0.030112089,0.951143985,Santar,Masked,3,0.97814104,,NDVI
ESTARFM,20170726,20170827,20170912,-0.015861064,4,0.026501138,Road,,20170811,0.034711013,0.935081145,Santar,Masked,3,0.975312981,,Reflectance
ESTARFM,20170726,20170827,20170912,-0.010229836,6,0.022626051,Road,,20170811,0.030142859,0.951044086,Santar,Masked,3,0.978102634,,NDVI
ESTARFM,20170726,20170827,20170912,-0.015668744,6,0.026355242,Road,,20170811,0.034376061,0.936327998,Santar,Masked,3,0.975639524,,Reflectance
ESTARFM,20170726,20170827,20170912,-0.01026555,8,0.022698674,Road,,20170811,0.030240326,0.950726975,Santar,Masked,3,0.977943378,,NDVI
ESTARFM,20170726,20170827,20170912,-0.015805495,8,0.026472094,Road,,20170811,0.03465647,0.935285004,Santar,Masked,3,0.97534951,,Reflectance
ESTARFM,20170726,20170827,20170912,-0.010269677,4,0.022662319,Road,,20170811,0.030191594,0.950885654,Santar,Masked,5,0.978021865,,NDVI
ESTARFM,20170726,20170827,20170912,-0.015848214,4,0.026521958,Road,,20170811,0.034721061,0.935043554,Santar,Masked,5,0.975387902,,Reflectance
ESTARFM,20170726,20170827,20170912,-0.01018528,6,0.022666056,Road,,20170811,0.030248761,0.950699485,Santar,Masked,5,0.977894438,,NDVI
ESTARFM,20170726,20170827,20170912,-0.015675937,6,0.026333265,Road,,20170811,0.034425786,0.936143661,Santar,Masked,5,0.97559958,,Reflectance
ESTARFM,20170726,20170827,20170912,-0.010279433,8,0.022727714,Road,,20170811,0.030335766,0.950415468,Santar,Masked,5,0.977808524,,NDVI
ESTARFM,20170726,20170827,20170912,-0.015953592,8,0.026548099,Road,,20170811,0.034782078,0.934815051,Santar,Masked,5,0.975289692,,Reflectance
ESTARFM,20170726,20170827,20170912,-0.010269339,4,0.022627434,Road,,20170811,0.030193321,0.950880035,Santar,Masked,7,0.978011015,,NDVI
ESTARFM,20170726,20170827,20170912,-0.015928869,4,0.026535793,Road,,20170811,0.034769908,0.93486066,Santar,Masked,7,0.975397095,,Reflectance
ESTARFM,20170726,20170827,20170912,-0.010167069,6,0.022644435,Road,,20170811,0.030259984,0.950662895,Santar,Masked,7,0.977854515,,NDVI
ESTARFM,20170726,20170827,20170912,-0.015772847,6,0.026410631,Road,,20170811,0.034540571,0.935717122,Santar,Masked,7,0.975511866,,Reflectance
ESTARFM,20170726,20170827,20170912,-0.010272466,8,0.022703052,Road,,20170811,0.030307814,0.950506805,Santar,Masked,7,0.97784863,,NDVI
ESTARFM,20170726,20170827,20170912,-0.016118946,8,0.026548392,Road,,20170811,0.034796835,0.934759727,Santar,Masked,7,0.975437267,,Reflectance
ESTARFM,20170726,20170827,20170912,-0.01021434,4,0.022623481,Road,,20170811,0.030209025,0.950828927,Santar,Masked,9,0.97794385,,NDVI
ESTARFM,20170726,20170827,20170912,-0.016186878,4,0.026639971,Road,,20170811,0.034880153,0.934446929,Santar,Masked,9,0.975428236,,Reflectance
ESTARFM,20170726,20170827,20170912,-0.010105779,6,0.022615725,Road,,20170811,0.030246461,0.950706981,Santar,Masked,9,0.97782739,,NDVI
ESTARFM,20170726,20170827,20170912,-0.015909028,6,0.026506793,Road,,20170811,0.034714949,0.935066422,Santar,Masked,9,0.975324662,,Reflectance
ESTARFM,20170726,20170827,20170912,-0.010218745,8,0.022691891,Road,,20170811,0.030371205,0.95029955,Santar,Masked,9,0.977697298,,NDVI
